,Unnamed: 0,order_id,product_id,unit_price,quantity,discount
170,170,10311,42,11.2,6,0.0
171,171,10311,69,28.8,7,0.0
172,172,10312,28,36.4,4,0.0
173,173,10312,43,36.8,24,0.0
174,174,10312,53,26.2,20,0.0
175,175,10312,75,6.2,10,0.0
176,176,10313,36,15.2,12,0.0
177,177,10314,32,25.6,40,0.1
178,178,10314,58,10.6,30,0.1
179,179,10314,62,39.4,25,0.1
180,180,10315,34,11.2,14,0.0
181,181,10315,70,12.0,30,0.0
182,182,10316,41,7.7,10,0.0
183,183,10316,62,39.4,70,0.0
184,184,10317,1,14.4,20,0.0
185,185,10318,41,7.7,20,0.0
186,186,10318,76,14.4,6,0.0
187,187,10319,17,31.2,8,0.0
188,188,10319,28,36.4,14,0.0
189,189,10319,76,14.4,30,0.0
190,190,10320,71,17.2,30,0.0
191,191,10321,35,14.4,10,0.0
192,192,10322,52,5.6,20,0.0
193,193,10323,15,12.4,5,0.0
194,194,10323,25,11.2,4,0.0
195,195,10323,39,14.4,4,0.0
196,196,10324,16,13.9,21,0.15
197,197,10324,35,14.4,70,0.15
198,198,10324,46,9.6,30,0.0
199,199,10324,59,44.0,40,0.15
200,200,10324,63,35.1,80,0.15
201,201,10325,6,20.0,6,0.0
202,202,10325,13,4.8,12,0.0
203,203,10325,14,18.6,9,0.0
204,204,10325,31,10.0,4,0.0
205,205,10325,72,27.8,40,0.0
206,206,10326,4,17.6,24,0.0
207,207,10326,57,15.6,16,0.0
208,208,10326,75,6.2,50,0.0
209,209,10327,2,15.2,25,0.2
210,210,10327,11,16.8,50,0.2
211,211,10327,30,20.7,35,0.2
212,212,10327,58,10.6,30,0.2
213,213,10328,59,44.0,9,0.0
214,214,10328,65,16.8,40,0.0
215,215,10328,68,10.0,10,0.0
216,216,10329,19,7.3,10,0.05
217,217,10329,30,20.7,8,0.05
218,218,10329,38,210.8,20,0.05
219,219,10329,56,30.4,12,0.05
220,220,10330,26,24.9,50,0.15
221,221,10330,72,27.8,25,0.15
222,222,10331,54,5.9,15,0.0
223,223,10332,18,50.0,40,0.2
224,224,10332,42,11.2,10,0.2
225,225,10332,47,7.6,16,0.2
226,226,10333,14,18.6,10,0.0
227,227,10333,21,8.0,10,0.1
228,228,10333,71,17.2,40,0.1
229,229,10334,52,5.6,8,0.0
230,230,10334,68,10.0,10,0.0
231,231,10335,2,15.2,7,0.2
232,232,10335,31,10.0,25,0.2
233,233,10335,32,25.6,6,0.2
234,234,10335,51,42.4,48,0.2
235,235,10336,4,17.6,18,0.1
236,236,10337,23,7.2,40,0.0
237,237,10337,26,24.9,24,0.0
238,238,10337,36,15.2,20,0.0
239,239,10337,37,20.8,28,0.0
240,240,10337,72,27.8,25,0.0
241,241,10338,17,31.2,20,0.0
242,242,10338,30,20.7,15,0.0
243,243,10339,4,17.6,10,0.0
244,244,10339,17,31.2,70,0.05
245,245,10339,62,39.4,28,0.0
246,246,10340,18,50.0,20,0.05
247,247,10340,41,7.7,12,0.05
248,248,10340,43,36.8,40,0.05
249,249,10341,33,2.0,8,0.0
250,250,10341,59,44.0,9,0.15
251,251,10342,2,15.2,24,0.2
252,252,10342,31,10.0,56,0.2
253,253,10342,36,15.2,40,0.2
254,254,10342,55,19.2,40,0.2
255,255,10343,64,26.6,50,0.0
256,256,10343,68,10.0,4,0.05
257,257,10343,76,14.4,15,0.0
258,258,10344,4,17.6,35,0.0
259,259,10344,8,32.0,70,0.25
260,260,10345,8,32.0,70,0.0
261,261,10345,19,7.3,80,0.0
262,262,10345,42,11.2,9,0.0
263,263,10346,17,31.2,36,0.1
264,264,10346,56,30.4,20,0.0
265,265,10347,25,11.2,10,0.0
266,266,10347,39,14.4,50,0.15
267,267,10347,40,14.7,4,0.0
268,268,10347,75,6.2,6,0.15
269,269,10348,1,14.4,15,0.15
270,270,10348,23,7.2,25,0.0
271,271,10349,54,5.9,24,0.0
272,272,10350,50,13.0,15,0.1
273,273,10350,69,28.8,18,0.1
274,274,10351,38,210.8,20,0.05
275,275,10351,41,7.7,13,0.0
276,276,10351,44,15.5,77,0.05
277,277,10351,65,16.8,10,0.05
278,278,10352,24,3.6,10,0.0
279,279,10352,54,5.9,20,0.15
280,280,10353,11,16.8,12,0.2
281,281,10353,38,210.8,50,0.2
282,282,10354,1,14.4,12,0.0
283,283,10354,29,99.0,4,0.0
284,284,10355,24,3.6,25,0.0
285,285,10355,57,15.6,25,0.0
286,286,10356,31,10.0,30,0.0
287,287,10356,55,19.2,12,0.0
288,288,10356,69,28.8,20,0.0
289,289,10357,10,24.8,30,0.2
290,290,10357,26,24.9,16,0.0
291,291,10357,60,27.2,8,0.2
292,292,10358,24,3.6,10,0.05
293,293,10358,34,11.2,10,0.05
294,294,10358,36,15.2,20,0.05
295,295,10359,16,13.9,56,0.05
296,296,10359,31,10.0,70,0.05
297,297,10359,60,27.2,80,0.05
298,298,10360,28,36.4,30,0.0
299,299,10360,29,99.0,35,0.0
300,300,10360,38,210.8,10,0.0
301,301,10360,49,16.0,35,0.0
302,302,10360,54,5.9,28,0.0
303,303,10361,39,14.4,54,0.1
304,304,10361,60,27.2,55,0.1
305,305,10362,25,11.2,50,0.0
306,306,10362,51,42.4,20,0.0
307,307,10362,54,5.9,24,0.0
308,308,10363,31,10.0,20,0.0
309,309,10363,75,6.2,12,0.0
310,310,10363,76,14.4,12,0.0
311,311,10364,69,28.8,30,0.0
312,312,10364,71,17.2,5,0.0
313,313,10365,11,16.8,24,0.0
314,314,10366,65,16.8,5,0.0
315,315,10366,77,10.4,5,0.0
316,316,10367,34,11.2,36,0.0
317,317,10367,54,5.9,18,0.0
318,318,10367,65,16.8,15,0.0
319,319,10367,77,10.4,7,0.0
320,320,10368,21,8.0,5,0.1
321,321,10368,28,36.4,13,0.1
322,322,10368,57,15.6,25,0.0
323,323,10368,64,26.6,35,0.1
324,324,10369,29,99.0,20,0.0
325,325,10369,56,30.4,18,0.25
326,326,10370,1,14.4,15,0.15
327,327,10370,64,26.6,30,0.0
328,328,10370,74,8.0,20,0.15
329,329,10371,36,15.2,6,0.2
330,330,10372,20,64.8,12,0.25
331,331,10372,38,210.8,40,0.25
332,332,10372,60,27.2,70,0.25
333,333,10372,72,27.8,42,0.25
334,334,10373,58,10.6,80,0.2
335,335,10373,71,17.2,50,0.2
336,336,10374,31,10.0,30,0.0
337,337,10374,58,10.6,15,0.0
338,338,10375,14,18.6,15,0.0
339,339,10375,54,5.9,10,0.0
340,340,10376,31,10.0,42,0.05
341,341,10377,28,36.4,20,0.15
342,342,10377,39,14.4,20,0.15
343,343,10378,71,17.2,6,0.0
344,344,10379,41,7.7,8,0.1
345,345,10379,63,35.1,16,0.1
346,346,10379,65,16.8,20,0.1
347,347,10380,30,20.7,18,0.1
348,348,10380,53,26.2,20,0.1
349,349,10380,60,27.2,6,0.1
350,350,10380,70,12.0,30,0.0
351,351,10381,74,8.0,14,0.0
352,352,10382,5,17.0,32,0.0
353,353,10382,18,50.0,9,0.0
354,354,10382,29,99.0,14,0.0
355,355,10382,33,2.0,60,0.0
356,356,10382,74,8.0,50,0.0
357,357,10383,13,4.8,20,0.0
358,358,10383,50,13.0,15,0.0
359,359,10383,56,30.4,20,0.0
360,360,10384,20,64.8,28,0.0
361,361,10384,60,27.2,15,0.0
362,362,10385,7,24.0,10,0.2
363,363,10385,60,27.2,20,0.2
364,364,10385,68,10.0,8,0.2
365,365,10386,24,3.6,15,0.0
366,366,10386,34,11.2,10,0.0
367,367,10387,24,3.6,15,0.0
368,368,10387,28,36.4,6,0.0
369,369,10387,59,44.0,12,0.0
370,370,10387,71,17.2,15,0.0
371,371,10388,45,7.6,15,0.2
372,372,10388,52,5.6,20,0.2
373,373,10388,53,26.2,40,0.0
374,374,10389,10,24.8,16,0.0
375,375,10389,55,19.2,15,0.0
376,376,10389,62,39.4,20,0.0
377,377,10389,70,12.0,30,0.0
378,378,10390,31,10.0,60,0.1
379,379,10390,35,14.4,40,0.1
380,380,10390,46,9.6,45,0.0
381,381,10390,72,27.8,24,0.1
382,382,10391,13,4.8,18,0.0
383,383,10392,69,28.8,50,0.0
384,384,10393,2,15.2,25,0.25
385,385,10393,14,18.6,42,0.25
386,386,10393,25,11.2,7,0.25
387,387,10393,26,24.9,70,0.25
388,388,10393,31,10.0,32,0.0
389,389,10394,13,4.8,10,0.0
390,390,10394,62,39.4,10,0.0
391,391,10395,46,9.6,28,0.1
392,392,10395,53,26.2,70,0.1
393,393,10395,69,28.8,8,0.0
394,394,10396,23,7.2,40,0.0
395,395,10396,71,17.2,60,0.0
396,396,10396,72,27.8,21,0.0
397,397,10397,21,8.0,10,0.15
398,398,10397,51,42.4,18,0.15
399,399,10398,35,14.4,30,0.0
400,400,10398,55,19.2,120,0.1
401,401,10399,68,10.0,60,0.0
402,402,10399,71,17.2,30,0.0
403,403,10399,76,14.4,35,0.0
404,404,10399,77,10.4,14,0.0
405,405,10400,29,99.0,21,0.0
406,406,10400,35,14.4,35,0.0
407,407,10400,49,16.0,30,0.0
408,408,10401,30,20.7,18,0.0
409,409,10401,56,30.4,70,0.0
410,410,10401,65,16.8,20,0.0
411,411,10401,71,17.2,60,0.0
412,412,10402,23,7.2,60,0.0
413,413,10402,63,35.1,65,0.0
414,414,10403,16,13.9,21,0.15
415,415,10403,48,10.2,70,0.15
416,416,10404,26,24.9,30,0.05
417,417,10404,42,11.2,40,0.05
418,418,10404,49,16.0,30,0.05
419,419,10405,3,8.0,50,0.0
420,420,10406,1,14.4,10,0.0
421,421,10406,21,8.0,30,0.1
422,422,10406,28,36.4,42,0.1
423,423,10406,36,15.2,5,0.1
424,424,10406,40,14.7,2,0.1
425,425,10407,11,16.8,30,0.0
426,426,10407,69,28.8,15,0.0
427,427,10407,71,17.2,15,0.0
428,428,10408,37,20.8,10,0.0
429,429,10408,54,5.9,6,0.0
430,430,10408,62,39.4,35,0.0
431,431,10409,14,18.6,12,0.0
432,432,10409,21,8.0,12,0.0
433,433,10410,33,2.0,49,0.0
434,434,10410,59,44.0,16,0.0
435,435,10411,41,7.7,25,0.2
436,436,10411,44,15.5,40,0.2
437,437,10411,59,44.0,9,0.2
438,438,10412,14,18.6,20,0.1
439,439,10413,1,14.4,24,0.0
440,440,10413,62,39.4,40,0.0
441,441,10413,76,14.4,14,0.0
442,442,10414,19,7.3,18,0.05
443,443,10414,33,2.0,50,0.0
444,444,10415,17,31.2,2,0.0
445,445,10415,33,2.0,20,0.0
446,446,10416,19,7.3,20,0.0
447,447,10416,53,26.2,10,0.0
448,448,10416,57,15.6,20,0.0
449,449,10417,38,210.8,50,0.0
450,450,10417,46,9.6,2,0.25
451,451,10417,68,10.0,36,0.25
452,452,10417,77,10.4,35,0.0
453,453,10418,2,15.2,60,0.0
454,454,10418,47,7.6,55,0.0
455,455,10418,61,22.8,16,0.0
456,456,10418,74,8.0,15,0.0
457,457,10419,60,27.2,60,0.05
458,458,10419,69,28.8,20,0.05
459,459,10420,9,77.6,20,0.1
460,460,10420,13,4.8,2,0.1
461,461,10420,70,12.0,8,0.1
462,462,10420,73,12.0,20,0.1
463,463,10421,19,7.3,4,0.15
464,464,10421,26,24.9,30,0.0
465,465,10421,53,26.2,15,0.15
466,466,10421,77,10.4,10,0.15
467,467,10422,26,24.9,2,0.0
468,468,10423,31,10.0,14,0.0
469,469,10423,59,44.0,20,0.0
470,470,10424,35,14.4,60,0.2
471,471,10424,38,210.8,49,0.2
472,472,10424,68,10.0,30,0.2
473,473,10425,55,19.2,10,0.25
474,474,10425,76,14.4,20,0.25
475,475,10426,56,30.4,5,0.0
476,476,10426,64,26.6,7,0.0
477,477,10427,14,18.6,35,0.0
478,478,10428,46,9.6,20,0.0
479,479,10429,50,13.0,40,0.0
480,480,10429,63,35.1,35,0.25
481,481,10430,17,31.2,45,0.2
482,482,10430,21,8.0,50,0.0
483,483,10430,56,30.4,30,0.0
484,484,10430,59,44.0,70,0.2
485,485,10431,17,31.2,50,0.25
486,486,10431,40,14.7,50,0.25
487,487,10431,47,7.6,30,0.25
488,488,10432,26,24.9,10,0.0
489,489,10432,54,5.9,40,0.0
490,490,10433,56,30.4,28,0.0
491,491,10434,11,16.8,6,0.0
492,492,10434,76,14.4,18,0.15
493,493,10435,2,15.2,10,0.0
494,494,10435,22,16.8,12,0.0
495,495,10435,72,27.8,10,0.0
496,496,10436,46,9.6,5,0.0
497,497,10436,56,30.4,40,0.1
498,498,10436,64,26.6,30,0.1
499,499,10436,75,6.2,24,0.1
500,500,10437,53,26.2,15,0.0
501,501,10438,19,7.3,15,0.2
502,502,10438,34,11.2,20,0.2
503,503,10438,57,15.6,15,0.2
504,504,10439,12,30.4,15,0.0
505,505,10439,16,13.9,16,0.0
506,506,10439,64,26.6,6,0.0
507,507,10439,74,8.0,30,0.0
508,508,10440,2,15.2,45,0.15
509,509,10440,16,13.9,49,0.15
510,510,10440,29,99.0,24,0.15
511,511,10440,61,22.8,90,0.15
512,512,10441,27,35.1,50,0.0
513,513,10442,11,16.8,30,0.0
514,514,10442,54,5.9,80,0.0
515,515,10442,66,13.6,60,0.0
516,516,10443,11,16.8,6,0.2
517,517,10443,28,36.4,12,0.0
518,518,10444,17,31.2,10,0.0
519,519,10444,26,24.9,15,0.0
520,520,10444,35,14.4,8,0.0
521,521,10444,41,7.7,30,0.0
522,522,10445,39,14.4,6,0.0
523,523,10445,54,5.9,15,0.0
524,524,10446,19,7.3,12,0.1
525,525,10446,24,3.6,20,0.1
526,526,10446,31,10.0,3,0.1
527,527,10446,52,5.6,15,0.1
528,528,10447,19,7.3,40,0.0
529,529,10447,65,16.8,35,0.0
530,530,10447,71,17.2,2,0.0
531,531,10448,26,24.9,6,0.0
532,532,10448,40,14.7,20,0.0
533,533,10449,10,24.8,14,0.0
534,534,10449,52,5.6,20,0.0
535,535,10449,62,39.4,35,0.0
536,536,10450,10,24.8,20,0.2
537,537,10450,54,5.9,6,0.2
538,538,10451,55,19.2,120,0.1
539,539,10451,64,26.6,35,0.1
540,540,10451,65,16.8,28,0.1
541,541,10451,77,10.4,55,0.1
542,542,10452,28,36.4,15,0.0
543,543,10452,44,15.5,100,0.05
544,544,10453,48,10.2,15,0.1
545,545,10453,70,12.0,25,0.1
546,546,10454,16,13.9,20,0.2
547,547,10454,33,2.0,20,0.2
548,548,10454,46,9.6,10,0.2
549,549,10455,39,14.4,20,0.0
550,550,10455,53,26.2,50,0.0
551,551,10455,61,22.8,25,0.0
552,552,10455,71,17.2,30,0.0
553,553,10456,21,8.0,40,0.15
554,554,10456,49,16.0,21,0.15
555,555,10457,59,44.0,36,0.0
556,556,10458,26,24.9,30,0.0
557,557,10458,28,36.4,30,0.0
558,558,10458,43,36.8,20,0.0
559,559,10458,56,30.4,15,0.0
560,560,10458,71,17.2,50,0.0
561,561,10459,7,24.0,16,0.05
562,562,10459,46,9.6,20,0.05
563,563,10459,72,27.8,40,0.0
564,564,10460,68,10.0,21,0.25
565,565,10460,75,6.2,4,0.25
566,566,10461,21,8.0,40,0.25
567,567,10461,30,20.7,28,0.25
568,568,10461,55,19.2,60,0.25
569,569,10462,13,4.8,1,0.0
570,570,10462,23,7.2,21,0.0
571,571,10463,19,7.3,21,0.0
572,572,10463,42,11.2,50,0.0
573,573,10464,4,17.6,16,0.2
574,574,10464,43,36.8,3,0.0
575,575,10464,56,30.4,30,0.2
576,576,10464,60,27.2,20,0.0
577,577,10465,24,3.6,25,0.0
578,578,10465,29,99.0,18,0.1
579,579,10465,40,14.7,20,0.0
580,580,10465,45,7.6,30,0.1
581,581,10465,50,13.0,25,0.0
582,582,10466,11,16.8,10,0.0
583,583,10466,46,9.6,5,0.0
584,584,10467,24,3.6,28,0.0
585,585,10467,25,11.2,12,0.0
586,586,10468,30,20.7,8,0.0
587,587,10468,43,36.8,15,0.0
588,588,10469,2,15.2,40,0.15
589,589,10469,16,13.9,35,0.15
590,590,10469,44,15.5,2,0.15
591,591,10470,18,50.0,30,0.0
592,592,10470,23,7.2,15,0.0
593,593,10470,64,26.6,8,0.0
594,594,10471,7,24.0,30,0.0
595,595,10471,56,30.4,20,0.0
596,596,10472,24,3.6,80,0.05
597,597,10472,51,42.4,18,0.0
598,598,10473,33,2.0,12,0.0
599,599,10473,71,17.2,12,0.0
600,600,10474,14,18.6,12,0.0
601,601,10474,28,36.4,18,0.0
602,602,10474,40,14.7,21,0.0
603,603,10474,75,6.2,10,0.0
604,604,10475,31,10.0,35,0.15
605,605,10475,66,13.6,60,0.15
606,606,10475,76,14.4,42,0.15
607,607,10476,55,19.2,2,0.05
608,608,10476,70,12.0,12,0.0
609,609,10477,1,14.4,15,0.0
610,610,10477,21,8.0,21,0.25
611,611,10477,39,14.4,20,0.25
612,612,10478,10,24.8,20,0.05
613,613,10479,38,210.8,30,0.0
614,614,10479,53,26.2,28,0.0
615,615,10479,59,44.0,60,0.0
616,616,10479,64,26.6,30,0.0
617,617,10480,47,7.6,30,0.0
618,618,10480,59,44.0,12,0.0
619,619,10481,49,16.0,24,0.0
620,620,10481,60,27.2,40,0.0
621,621,10482,40,14.7,10,0.0
622,622,10483,34,11.2,35,0.05
623,623,10483,77,10.4,30,0.05
624,624,10484,21,8.0,14,0.0
625,625,10484,40,14.7,10,0.0
626,626,10484,51,42.4,3,0.0
627,627,10485,2,15.2,20,0.1
628,628,10485,3,8.0,20,0.1
629,629,10485,55,19.2,30,0.1
630,630,10485,70,12.0,60,0.1
631,631,10486,11,16.8,5,0.0
632,632,10486,51,42.4,25,0.0
633,633,10486,74,8.0,16,0.0
634,634,10487,19,7.3,5,0.0
635,635,10487,26,24.9,30,0.0
636,636,10487,54,5.9,24,0.25
637,637,10488,59,44.0,30,0.0
638,638,10488,73,12.0,20,0.2
639,639,10489,11,16.8,15,0.25
640,640,10489,16,13.9,18,0.0
641,641,10490,59,44.0,60,0.0
642,642,10490,68,10.0,30,0.0
643,643,10490,75,6.2,36,0.0
644,644,10491,44,15.5,15,0.15
645,645,10491,77,10.4,7,0.15
646,646,10492,25,11.2,60,0.05
647,647,10492,42,11.2,20,0.05
648,648,10493,65,16.8,15,0.1
649,649,10493,66,13.6,10,0.1
650,650,10493,69,28.8,10,0.1
651,651,10494,56,30.4,30,0.0
652,652,10495,23,7.2,10,0.0
653,653,10495,41,7.7,20,0.0
654,654,10495,77,10.4,5,0.0
655,655,10496,31,10.0,20,0.05
656,656,10497,56,30.4,14,0.0
657,657,10497,72,27.8,25,0.0
658,658,10497,77,10.4,25,0.0
659,659,10498,24,4.5,14,0.0
660,660,10498,40,18.4,5,0.0
661,661,10498,42,14.0,30,0.0
662,662,10499,28,45.6,20,0.0
663,663,10499,49,20.0,25,0.0
664,664,10500,15,15.5,12,0.05
665,665,10500,28,45.6,8,0.05
666,666,10501,54,7.45,20,0.0
667,667,10502,45,9.5,21,0.0
668,668,10502,53,32.8,6,0.0
669,669,10502,67,14.0,30,0.0
670,670,10503,14,23.25,70,0.0
671,671,10503,65,21.05,20,0.0
672,672,10504,2,19.0,12,0.0
673,673,10504,21,10.0,12,0.0
674,674,10504,53,32.8,10,0.0
675,675,10504,61,28.5,25,0.0
676,676,10505,62,49.3,3,0.0
677,677,10506,25,14.0,18,0.1
678,678,10506,70,15.0,14,0.1
679,679,10507,43,46.0,15,0.15
680,680,10507,48,12.75,15,0.15
681,681,10508,13,6.0,10,0.0
682,682,10508,39,18.0,10,0.0
683,683,10509,28,45.6,3,0.0
684,684,10510,29,123.79,36,0.0
685,685,10510,75,7.75,36,0.1
686,686,10511,4,22.0,50,0.15
687,687,10511,7,30.0,50,0.15
688,688,10511,8,40.0,10,0.15
689,689,10512,24,4.5,10,0.15
690,690,10512,46,12.0,9,0.15
691,691,10512,47,9.5,6,0.15
692,692,10512,60,34.0,12,0.15
693,693,10513,21,10.0,40,0.2
694,694,10513,32,32.0,50,0.2
695,695,10513,61,28.5,15,0.2
696,696,10514,20,81.0,39,0.0
697,697,10514,28,45.6,35,0.0
698,698,10514,56,38.0,70,0.0
699,699,10514,65,21.05,39,0.0
700,700,10514,75,7.75,50,0.0
701,701,10515,9,97.0,16,0.15
702,702,10515,16,17.45,50,0.0
703,703,10515,27,43.9,120,0.0
704,704,10515,33,2.5,16,0.15
705,705,10515,60,34.0,84,0.15
706,706,10516,18,62.5,25,0.1
707,707,10516,41,9.65,80,0.1
708,708,10516,42,14.0,20,0.0
709,709,10517,52,7.0,6,0.0
710,710,10517,59,55.0,4,0.0
711,711,10517,70,15.0,6,0.0
712,712,10518,24,4.5,5,0.0
713,713,10518,38,263.5,15,0.0
714,714,10518,44,19.45,9,0.0
715,715,10519,10,31.0,16,0.05
716,716,10519,56,38.0,40,0.0
717,717,10519,60,34.0,10,0.05
718,718,10520,24,4.5,8,0.0
719,719,10520,53,32.8,5,0.0
720,720,10521,35,18.0,3,0.0
721,721,10521,41,9.65,10,0.0
722,722,10521,68,12.5,6,0.0
723,723,10522,1,18.0,40,0.2
724,724,10522,8,40.0,24,0.0
725,725,10522,30,25.89,20,0.2
726,726,10522,40,18.4,25,0.2
727,727,10523,17,39.0,25,0.1
728,728,10523,20,81.0,15,0.1
729,729,10523,37,26.0,18,0.1
730,730,10523,41,9.65,6,0.1
731,731,10524,10,31.0,2,0.0
732,732,10524,30,25.89,10,0.0
